111.4040628655939, 15.31228362084594, 440.4845090835498;
 103.1100722957347, -9.163812676836976, 436.5416398082976;
 101.9011965435992, -20.26706084820792, 435.0384328637776;
 104.0550517864913, -51.73660904418409, 445.0819254166838;
 99.14484914739633, -67.85070050120866, 449.4350488798578;
 96.37019697578999, -70.3123128166586, 453.8682736486874;
 89.23321255954451, -72.63577945067722, 465.4847310446301;
 88.03709453485659, -68.76451061350805, 473.2686842692061;
 70.55848488714581, -72.11219061798111, 471.5169682838411;
 60.36939151894209, -85.87190577246486, 482.4735055364566;
 56.50629983720687, -82.53062860800492, 489.7895775910883;
 58.94818319005113, -79.84523196292739, 494.7670831844863;
 72.56463182042243, -84.73312529511578, 490.8852566991928;
 82.98126736067584, -86.55356955321781, 477.9578055736552;
 84.78840356394062, -81.12486313213418, 450.0309657710518;
 87.28413831196892, -79.15918847602836, 436.7913643650411;
 92.26950789111935, -83.51340250721167, 426.2548477533001;
 107.4392005219727, -80.68117798542657, 426.7156140272953;
 124.833466512667, -84.39601559838086, 451.6423447029697;
 125.2439934078869, -81.05204613439157, 454.4150823556906;
 137.0999238658114, -76.32100212820148, 478.8539433910422;
 134.705600777007, -89.36624410741233, 497.9265348967202;
 125.485634953073, -104.5662196623331, 505.6931740493513;
 118.9207715316357, -107.4479435051502, 510.326909966874;
 115.1879905730203, -107.1609759265218, 513.3837272461242;
 110.8383206570034, -98.85380256574216, 506.1193577161802;
 102.7471814488643, -101.0098758268924, 504.9366784140405;
 109.6424618704131, -102.666848685632, 513.1093014003637;
 117.4045822619063, -99.35815330664992, 525.1764311513151;
 -50.77752778189325, -26.70531496139041, 527.2646378825801;
 131.1450955406504, -97.30929602815227, 548.0793056653882;
 129.9668834612462, -93.33117443658088, 550.3999083998211;
 126.2449078862932, -91.80100602554201, 552.7407477616105;
 126.7518513818521, -92.02273227046467, 552.612218173413;
 107.2958333575452, -90.3455467748161, 555.3898907716271;
 92.33057717777203, -72.82783360932565, 572.5646352572438;
 80.10188411562912, -74.45833312549348, 566.2952837074612;
 66.475327557715, -75.00927622435576, 565.6446434022195;
 45.18029302085478, -76.03530511296411, 563.3503846287522;
 38.27562076104869, -66.8104446944335, 571.5361710900235;
 26.27110037512872, -60.53847556409757, 576.2022552521512;
 6.177276459121787, -56.42939201910574, 569.1773435622404;
